inci_name,kor_name,eng_name,cosing_functions,status,cosmetic_restriction,other_restrictions
SACCHAROMYCES/ALOE BARBADENSIS LEAF/ARTEMISIA VULGARIS LEAF/PRUNUS MUME FRUIT FERMENT FILTRATE,효모/알로에베라잎/불가리스쑥잎/매실발효여과물,Saccharomyces/Aloe Barbadensis Leaf/Artemisia Vulgaris Leaf/Prunus Mume Fruit Ferment Filtrate,SKIN CONDITIONING,Active,,
ETLINGERA ELATIOR EXTRACT,필리핀왁스플라워추출물,Etlingera Elatior Extract,SKIN CONDITIONING - MISCELLANEOUS,Active,,
CITROBACTER/SOY PROTEIN FERMENT,시트로박터/콩단백질발효물,Citrobacter/Soy Protein Ferment,SKIN CONDITIONING,Active,,
POTASSIUM UNDECYLENOYL CARRAGEENAN,포타슘운데실레노일카라기난,Potassium Undecylenoyl Carrageenan,EMULSION STABILISING;HAIR CONDITIONING;SKIN CONDITIONING,Active,,
AILANTHUS ALTISSIMA FRUIT EXTRACT,가죽나무열매추출물,Ailanthus Altissima Fruit Extract,SKIN PROTECTING,Active,,
PELARGONIUM PELTATUM EXTRACT,펠타툼제라늄추출물,Pelargonium Peltatum Extract,SKIN CONDITIONING,Active,,
EURYA EMARGINATA LEAF/TWIG EXTRACT,우묵사스레피잎/잔가지추출물,Eurya Emarginata Leaf/Twig Extract,ORAL CARE,Active,,ban substances that deplete the ozone layer
SODIUM SUNFLOWERSEEDATE,소듐선플라워씨데이트,Sodium Sunflowerseedate,CLEANSING;SURFACTANT - CLEANSING,Active,,
SAPINDUS EMARGINATUS FRUIT EXTRACT,사핀두스 에마르기나투스열매추출물,Sapindus Emarginatus Fruit Extract,SKIN CONDITIONING,Active,,
POLYGLYCERYL-3 BEHENATE,폴리글리세릴-3베헤네이트,Polyglyceryl-3 Behenate,EMULSION STABILISING,Active,,
PEG-8 CRANBERRIATE,피이지-8크랜베리에이트,PEG-8 Cranberriate,SURFACTANT - EMULSIFYING,Active,,
BIFIDA/ENTEROCOCCUS FAECIUM/LACTOBACILLUS/STREPTOCOCCUS THERMOPHILUS/SOYMILK/NONFAT MILK FERMENT CURD,비피다/엔테로코쿠스 파에키움/락토바실러스/스트렙토코쿠스 테르모필루스/소이밀크/탈지유발효커드,Bifida/Enterococcus Faecium/Lactobacillus/Streptococcus Thermophilus/Soymilk/Nonfat Milk Ferment Curd,HUMECTANT,Active,,
WATER BUFFALO HORN EXTRACT,물소뿔추출물,Water Buffalo Horn Extract,HUMECTANT,Active,"Please consider whether entry 419 of Annex II to the Cosmetics Regulation 1223/2009 is applicable. According to entry 419, category 1 material and Category 2 material as defined in Articles 4 and 5 respectively of Regulation (EC) No 1774/2002, and ingredients derived therefrom are prohibited in cosmetics products. Regulation (EC) No 1774/2002 has been repealed and replaced by Regulation No. 1069/2009. For Category 1 and 2 materials in Regulation No. 1069/2009, please see Article 8 and 9, respectively.",
CITRUS UNSHIU FRUIT JUICE FERMENT EXTRACT FILTRATE,귤즙발효추출여과물,Citrus Unshiu Fruit Juice Ferment Extract Filtrate,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
BOERHAVIA REPENS EXTRACT,보이르하위아 레펜스추출물,Boerhavia Repens Extract,SKIN CONDITIONING,Active,,
QUATERNIUM-71,쿼터늄-71,Quaternium-71,ANTISTATIC,Active,,
POTASSIUM LAURYL HYDROXYPROPYL SULFONATE,포타슘라우릴하이드록시프로필설포네이트,Potassium Lauryl Hydroxypropyl Sulfonate,ANTISTATIC;SURFACTANT - CLEANSING,Active,,
HYDROGENATED PUNICA GRANATUM SEED OIL,하이드로제네이티드석류씨오일,Hydrogenated Punica Granatum Seed Oil,SKIN PROTECTING;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
FABIANA IMBRICATA LEAF/STEM EXTRACT,피치잎/줄기추출물,Fabiana Imbricata Leaf/Stem Extract,SKIN CONDITIONING;TONIC,Active,,
METHYLSILANOL ELASTINATE,메틸실란올엘라스티네이트,Methylsilanol Elastinate,ANTISTATIC;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
POLYURETHANE-12,폴리우레탄-12,Polyurethane-12,BINDING;FILM FORMING,Active,,
ACETYL SH-TETRAPEPTIDE-1,아세틸에스에이치-테트라펩타이드-1,Acetyl sh-Tetrapeptide-1,SKIN CONDITIONING,Active,,
PENTADIPLANDRA BRAZZEANA ROOT EXTRACT,펜타디플란드라 브라제아나뿌리추출물,Pentadiplandra Brazzeana Root Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
MACHILUS THUNBERGII SEED OIL,후박나무씨오일,Machilus Thunbergii Seed Oil,SKIN CONDITIONING,Active,,
COPPER PCA METHYLSILANOL,카퍼피씨에이메틸실란올,Copper PCA Methylsilanol,HUMECTANT,Active,,
HYDROLYZED BAMBUSA ARUNDINACEA EXTRACT,하이드롤라이즈드가시대나무추출물,Hydrolyzed Bambusa Arundinacea Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
ASPERGILLUS/THYME/(NARDOSTACHYS CHINENSIS/ASARUM SIEBOLDI) ROOT/LYSIMACHIA FOENUM-GRAECUM/PORIA COCOS/ATRACTYLODES JAPONICA RHIZOME/ MAGNOLIA LILIFLORA BUD/ VITEX TRIFOLIA FRUIT/BAMBUSA VULGARIS LEAF/STEM FERMENT FILTRATE,아스퍼질러스/타임/(감송향/족도리풀)뿌리/영릉향/복령/삽주뿌리줄기/자목련싹/순비기나무열매/밤부사 불가리스잎/줄기발효여과물,Aspergillus/Thyme/(Nardostachys Chinensis/Asarum Sieboldi) Root/Lysimachia Foenum-graecum/Poria cocos/Atractylodes Japonica Rhizome/ Magnolia Liliflora Bud/ Vitex Trifolia Fruit/Bambusa Vulgaris Leaf/Stem Ferment Filtrate,ANTIMICROBIAL,Active,,
MOLYBDENUM ASPARTATE,몰리브덴아스파테이트,Molybdenum Aspartate,SKIN CONDITIONING,Active,,
MAGNESIUM ASCORBATE/PCA,마그네슘아스코베이트/피씨에이,Magnesium Ascorbate/PCA,ANTIOXIDANT,Active,,
SODIUM GLYCERETH-1 POLYPHOSPHATE,소듐글리세레스-1폴리포스페이트,Sodium Glycereth-1 Polyphosphate,CHELATING;GEL FORMING;SURFACTANT - CLEANSING;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
MALVA VERTICILLATA FLOWER/LEAF/STEM EXTRACT,아욱꽃/잎/줄기추출물,Malva Verticillata Flower/Leaf/Stem Extract,SKIN CONDITIONING,Active,,
VIBURNUM PRUNIFOLIUM POWDER,벚잎분꽃나무가루,Viburnum Prunifolium Powder,EXFOLIATING,Active,,
ACETYL BETA-ALANYL TRIPEPTIDE-50,아세틸베타-알라닐트라이펩타이드-50,Acetyl Beta-Alanyl Tripeptide-50,SKIN CONDITIONING,Active,,
BEAN PALMITATE,빈팔미테이트,Bean Palmitate,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
MAGNESIUM SODIUM FLUOROSILICATE,마그네슘소듐플루오로실리케이트,Magnesium Sodium Fluorosilicate,ABRASIVE,Active,,
POLYACRYLATE-32,폴리아크릴레이트-32,Polyacrylate-32,FILM FORMING;HAIR CONDITIONING;HAIR FIXING;SKIN CONDITIONING,Active,,
CITRUS GRANDIS PEEL/SEED EXTRACT,왕귤껍질/씨추출물,Citrus Grandis Peel/Seed Extract,ANTIMICROBIAL,Active,II/358,
POTASSIUM PALMITOYL HYDROLYZED SWEET ALMOND PROTEIN,포타슘팔미토일하이드롤라이즈드스위트아몬드단백질,Potassium Palmitoyl Hydrolyzed Sweet Almond Protein,CLEANSING;HAIR CONDITIONING;SKIN CONDITIONING;LIGHT STABILIZER,Active,,ban substances that deplete the ozone layer
PEG-5 ISODECYLOXYPROPYLAMINE,피이지-5아이소데실옥시프로필아민,PEG-5 Isodecyloxypropylamine,ANTISTATIC,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
POLOXAMINE 1301,폴록사민1301,Poloxamine 1301,SURFACTANT - EMULSIFYING,Active,,
POLOXAMINE 908,폴록사민908,Poloxamine 908,SURFACTANT - EMULSIFYING;SURFACTANT - CLEANSING,Active,,ban substances that deplete the ozone layer
PEG/PPG-50/20 TOCOPHERYL ETHER,피이지/피피지-50/20토코페릴에터,PEG/PPG-50/20 Tocopheryl Ether,ANTICAKING;ANTIOXIDANT;BINDING;SURFACTANT - EMULSIFYING;EMULSION STABILISING;PLASTICISER;SKIN CONDITIONING;SURFACTANT - CLEANSING;UV ABSORBER,Active,,
POLYACRYLATE-38,폴리아크릴레이트-38,Polyacrylate-38,FILM FORMING,Active,,
DICRANOPTERIS PEDATA EXTRACT,발풀고사리추출물,Dicranopteris Pedata Extract,SKIN CONDITIONING,Active,,
MUCOR CIRCINELLOIDES OIL,무코르 키르키넬로이데스오일,Mucor Circinelloides Oil,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
BIFIDA/SOYBEAN EXTRACT FERMENT,비피다/콩추출발효물,Bifida/Soybean Extract Ferment,HUMECTANT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
MURRAYA EXOTICA LEAF EXTRACT,오렌지자스민잎추출물,Murraya Exotica Leaf Extract,ANTIOXIDANT;ORAL CARE;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
PINUS PINASTER LEAF/TWIG OIL,프랑스해안송잎/잔가지오일,Pinus Pinaster Leaf/Twig Oil,ANTIMICROBIAL;ANTIPERSPIRANT;DEODORANT,Active,III/113,
BACILLUS/ROSEMARY LEAF/SOYBEAN FERMENT EXTRACT FILTRATE,바실러스/로즈마리잎/콩발효추출여과물,Bacillus/Rosemary Leaf/Soybean Ferment Extract Filtrate,ANTIMICROBIAL;SKIN CONDITIONING - EMOLLIENT;HUMECTANT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
AJUGA REPTANS LEAF EXTRACT,아주가잎추출물,Ajuga Reptans Leaf Extract,ANTIMICROBIAL;ANTIOXIDANT;ANTI-SEBUM;CHELATING,Active,,
CYPERUS ROTUNDUS ROOT POWDER,향부자뿌리가루,Cyperus Rotundus Root Powder,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CAREX KOBOMUGI EXTRACT,통보리사초추출물,Carex Kobomugi Extract,SKIN CONDITIONING,Active,,
MAGNOLIA CHAMPACA FLOWER WATER,조이퍼퓸트리꽃수,Magnolia Champaca Flower Water,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
MELILOTUS OFFICINALIS FLOWER EXTRACT,옐로우스위트클로버꽃추출물,Melilotus Officinalis Flower Extract,ASTRINGENT;SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
GRATELOUPIA SPARSA EXTRACT,명주지누아리추출물,Grateloupia Sparsa Extract,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,
GLOIOPELTIS FURCATA EXTRACT,불등가사리추출물,Gloiopeltis Furcata Extract,SKIN CONDITIONING,Active,,
KLUYVEROMYCES/LACTOBACILLUS/LEUCONOSTOC SOYBEAN FERMENT FILTRATE,클루이베로미세스/락토바실러스/류코노스톡콩발효여과물,Kluyveromyces/Lactobacillus/Leuconostoc Soybean Ferment Filtrate,SKIN CONDITIONING,Active,,
POLYURETHANE-23,폴리우레탄-23,Polyurethane-23,FILM FORMING,Active,,
PALMITOYL SH-OLIGOPEPTIDE-79,팔미토일에스에이치-올리고펩타이드-79,Palmitoyl sh-Oligopeptide-79,NAIL CONDITIONING,Active,,
MOMORDICA COCHINCHINENSIS SEED ARIL OIL,목별씨가종피오일,Momordica Cochinchinensis Seed Aril Oil,ANTIOXIDANT;SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING;UV ABSORBER,Active,,
LYSINE LAUROYL GLUTAMATE,라이신라우로일글루타메이트,Lysine Lauroyl Glutamate,CLEANSING;SURFACTANT - FOAM BOOSTING;SURFACTANT - CLEANSING,Active,,
PINUS DENSIFLORA LEAF POWDER,소나무잎가루,Pinus Densiflora Leaf Powder,ANTIMICROBIAL,Active,,
PEG/PPG-35/40 DIMETHYL ETHER,피이지/피피지-35/40다이메틸에터,PEG/PPG-35/40 Dimethyl Ether,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
METSCHNIKOWIA AGAVES EXTRACT,메트스크니코위아 아가웨추출물,Metschnikowia Agaves Extract,SKIN PROTECTING,Active,,
CITRUS CLEMENTINA JUICE,클레멘타인즙,Citrus Clementina Juice,SKIN CONDITIONING,Active,,
ABIES ALBA SEED OIL,흰전나무씨오일,Abies Alba Seed Oil,ANTIMICROBIAL;ANTIOXIDANT;SKIN CONDITIONING,Active,,
PINUS PINASTER SEED OIL,프랑스해안송씨오일,Pinus Pinaster Seed Oil,SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SKIN PROTECTING,Active,,
SODIUM ISOOCTYLENE/MA COPOLYMER,소듐아이소옥틸렌/엠에이코폴리머,Sodium Isooctylene/MA Copolymer,BINDING;FILM FORMING;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
VIOLA ODORATA CALLUS POWDER,향기제비꽃캘러스가루,Viola Odorata Callus Powder,SKIN CONDITIONING,Active,,
CETEARYL CANDELILLATE,세테아릴칸델릴레이트,Cetearyl Candelillate,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SKIN PROTECTING,Active,,
SANGUISORBA OFFICINALIS ROOT/STALK POWDER,오이풀뿌리/줄기가루,Sanguisorba Officinalis Root/Stalk Powder,ABRASIVE;SKIN PROTECTING,Active,,ban substances that deplete the ozone layer
BIS-METHACRYLOYLOXYETHYLCARBAMOYL POLYCAPROLACTONE,비스-메타크릴로일옥시에틸카바모일폴리카프로락톤,Bis-Methacryloyloxyethylcarbamoyl Polycaprolactone,NAIL CONDITIONING,Active,,
TEA-POLYPHOSPHATE,티이에이-폴리포스페이트,TEA-Polyphosphate,CHELATING;SURFACTANT - EMULSIFYING,Active,III/62,
EUGENIA EDULIS FRUIT JUICE,워터리로즈애플열매즙,Eugenia Edulis Fruit Juice,SKIN CONDITIONING,Active,,
PENTAMETHYLHEPTENONE,펜타메틸헵테논,Pentamethylheptenone,PERFUMING;FRAGRANCE,Active,,
ALOE BARBADENSIS SPROUT,알로에베라싹,Aloe Barbadensis Sprout,HUMECTANT;SKIN CONDITIONING,Active,,
HIBISCUS MILITARIS FLOWER EXTRACT,밀리타리스무궁화꽃추출물,Hibiscus Militaris Flower Extract,SKIN CONDITIONING,Active,,
ARENARIA KANSUENSIS LEAF/ROOT/STEM EXTRACT,아레나리아 칸수엔시스잎/뿌리/줄기추출물,Arenaria Kansuensis Leaf/Root/Stem Extract,HUMECTANT,Active,,ban substances that deplete the ozone layer | ban substances that deplete the ozone layer
LAURDIMONIUM HYDROXYPROPYL (ALANINE/ARGININE/ ASPARAGINE/ASPARTIC ACID/GLUTAMIC ACID/GLYCINE/ISOLEUCINE/LEUCINE/LYSINE/METHIONINE/PHENYLALANINE/PROLINE/SERINE/THREONINE/TRYPTOPHAN/TYROSINE/VALINE),라우르다이모늄하이드록시프로필(알라닌/알지닌/아스파라진/아스파틱애씨드/글루타믹애씨드/글라이신/아이소류신/류신/라이신/메티오닌/페닐알라닌/프롤린/세린/트레오닌/트립토판/타이로신/발린),Laurdimonium Hydroxypropyl (Alanine/Arginine/ Asparagine/Aspartic Acid/Glutamic Acid/Glycine/Isoleucine/Leucine/Lysine/Methionine/Phenylalanine/Proline/Serine/Threonine/Tryptophan/Tyrosine/Valine),CLEANSING;SURFACTANT - FOAM BOOSTING;HAIR CONDITIONING;SURFACTANT - CLEANSING,Active,,
HYDROGENATED WHEAT GERM OIL,하이드로제네이티드위트점오일,Hydrogenated Wheat Germ Oil,SKIN CONDITIONING;VISCOSITY CONTROLLING,Active,,
ASPERGILLUS/RICE FERMENT LEES EXTRACT FILTRATE,아스퍼질러스/쌀발효지게미추출여과물,Aspergillus/Rice Ferment Lees Extract Filtrate,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING,Active,,
PEG-60 HYDROGENATED CASTOR OIL LAURATE,피이지-60하이드로제네이티드캐스터오일라우레이트,PEG-60 Hydrogenated Castor Oil Laurate,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CISTANCHE DESERTICOLA STEM EXTRACT,육종용줄기추출물,Cistanche Deserticola Stem Extract,SKIN CONDITIONING,Active,,
ARTEMISIA MONTANA LEAF POWDER,산쑥잎가루,Artemisia Montana Leaf Powder,EXFOLIATING,Active,,
PANAX GINSENG MERISTEM CELL CULTURE CONDITIONED MEDIA EXTRACT,인삼분열조직세포배양액추출물,Panax Ginseng Meristem Cell Culture Conditioned Media Extract,ANTIOXIDANT,Active,,
PONGAMIA GLABRA ROOT EXTRACT,퐁감뿌리추출물,Pongamia Glabra Root Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
LACTOBACILLUS/SEDUM KAMTSCHATICUM LEAF/STEM FERMENT FILTRATE,락토바실러스/기린초잎/줄기발효여과물,Lactobacillus/Sedum Kamtschaticum Leaf/Stem Ferment Filtrate,SKIN CONDITIONING,Active,,
POTASSIUM TRIDECETH-3 CARBOXYLATE,포타슘트라이데세스-3카복실레이트,Potassium Trideceth-3 Carboxylate,SURFACTANT - CLEANSING,Active,,
PPG-6 CASTORATE,피피지-6카스토레이트,PPG-6 Castorate,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
CLAY MINERALS,클레이미네랄,Clay Minerals,ASTRINGENT;BINDING;BUFFERING;HUMECTANT,Active,,
METHYLAMIDO CELLULOSE GUM,메틸아미도셀룰로오스검,Methylamido Cellulose Gum,FILM FORMING;HUMECTANT;SKIN CONDITIONING,Active,,
BIDENS TRIPARTITA FLOWER/LEAF/STEM EXTRACT,가막사리꽃/잎/줄기추출물,Bidens Tripartita Flower/Leaf/Stem Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
GLOBULARIA ALYPUM LEAF EXTRACT,글로불라리아 알리품잎추출물,Globularia Alypum Leaf Extract,SKIN CONDITIONING,Active,,
SODIUM UNDECYLENOYL GLUTAMATE,소듐운데실레노일글루타메이트,Sodium Undecylenoyl Glutamate,CLEANSING;HAIR CONDITIONING;SKIN CONDITIONING;SURFACTANT - CLEANSING,Active,,
GINKGO BILOBA MERISTEM CELL,은행나무분열조직세포,Ginkgo Biloba Meristem Cell,ANTIMICROBIAL;ANTIOXIDANT;SKIN CONDITIONING,Active,,
BETAPHYCUS GELATINUM EXTRACT,베타피쿠스 겔라티눔추출물,Betaphycus Gelatinum Extract,BLEACHING,Active,,
SODIUM CAPRYLOYL GLUTAMATE,소듐카프릴로일글루타메이트,Sodium Capryloyl Glutamate,CLEANSING;DEODORANT;SURFACTANT - CLEANSING,Active,,ban substances that deplete the ozone layer
PEG/PPG-22/22 BUTYL ETHER DIMETHICONE,피이지/피피지-22/22부틸에터다이메티콘,PEG/PPG-22/22 Butyl Ether Dimethicone,SURFACTANT - EMULSIFYING;HAIR CONDITIONING;SKIN CONDITIONING,Active,,
OLEOYL PINE BARK EXTRACT,올레오일소나무껍질추출물,Oleoyl Pine Bark Extract,ANTIOXIDANT,Active,,
HALIMEDA OPUNTIA EXTRACT,칵투스조류추출물,Halimeda Opuntia Extract,SKIN CONDITIONING - EMOLLIENT,Active,,
LYSIMACHIA MAURITIANA EXTRACT,갯까치수염추출물,Lysimachia Mauritiana Extract,SKIN CONDITIONING,Active,,
JUNIPERUS COMMUNIS CALLUS EXTRACT,두송캘러스추출물,Juniperus Communis Callus Extract,ANTIOXIDANT;SKIN PROTECTING,Active,,
HYDROLYZED ALPINIA ZERUMBET,하이드롤라이즈드조바기잎생강,Hydrolyzed Alpinia Zerumbet,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
NARCISSUS JONQUILLA FLOWER WATER,골잎수선꽃수,Narcissus Jonquilla Flower Water,FRAGRANCE;SKIN CONDITIONING;PERFUMING;FLAVOURING,Active,,
SODIUM STEARETH-4 PHOSPHATE,소듐스테아레스-4포스페이트,Sodium Steareth-4 Phosphate,SURFACTANT - EMULSIFYING,Active,,
POTASSIUM HYDROGENATED COCOATE,포타슘하이드로제네이티드코코에이트,Potassium Hydrogenated Cocoate,SURFACTANT - CLEANSING,Active,,ban substances that deplete the ozone layer
CITRUS AURANTIUM SINENSIS PEEL EXTRACT,당귤나무껍질추출물,Citrus Aurantium Sinensis Peel Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
POLYURETHANE-45,폴리우레탄-45,Polyurethane-45,FILM FORMING,Active,,
DIETHYLAMINOETHYL METHACRYLATE/HEMA/PERFLUOROHEXYLETHYL METHACRYLATE CROSSPOLYMER,다이에틸아미노에틸메타크릴레이트/에이치이엠에이/퍼플루오로헥실에틸메타크릴레이트크로스폴리머,Diethylaminoethyl Methacrylate/HEMA/Perfluorohexylethyl Methacrylate Crosspolymer,BINDING,Active,,
TESTICULAR EXTRACT,고환추출물,Testicular Extract,SKIN CONDITIONING,Active,"Please consider whether entry 419 of Annex II to the Cosmetics Regulation 1223/2009 is applicable. According to entry 419, category 1 material and Category 2 material as defined in Articles 4 and 5 respectively of Regulation (EC) No 1774/2002, and ingredients derived therefrom are prohibited in cosmetics products. Regulation (EC) No 1774/2002 has been repealed and replaced by Regulation No. 1069/2009. For Category 1 and 2 materials in Regulation No. 1069/2009, please see Article 8 and 9, respectively.",
POLYQUATERNIUM-36,폴리쿼터늄-36,Polyquaternium-36,ANTISTATIC;FILM FORMING,Active,,
HYDROGENATED POLYDODECENE,하이드로제네이티드폴리도데센,Hydrogenated Polydodecene,BINDING;SKIN CONDITIONING - EMOLLIENT;HAIR CONDITIONING;SOLVENT;VISCOSITY CONTROLLING,Active,,ban substances that deplete the ozone layer
PIPER METHYSTICUM RHIZOME/ROOT EXTRACT,카바카바뿌리줄기/뿌리추출물,Piper Methysticum Rhizome/Root Extract,SKIN CONDITIONING,Active,,ban substances that deplete the ozone layer
PROTEASE DEXTRAN,프로타아제덱스트란,Protease Dextran,SKIN CONDITIONING,Active,,
HYDROGENATED OSTRICH OIL,하이드로제네이티드타조오일,Hydrogenated Ostrich Oil,SKIN CONDITIONING;SKIN PROTECTING,Active,,
ZINC ASCORBATE HYDROXIDE,징크아스코베이트하이드록사이드,Zinc Ascorbate Hydroxide,HAIR CONDITIONING;SKIN CONDITIONING;SKIN PROTECTING;UV ABSORBER,Active,III/24,ban substances that deplete the ozone layer
TETRADECYLPROPIONATES,테트라데실프로피오네이트,Tetradecylpropionates,SKIN CONDITIONING - EMOLLIENT;SKIN CONDITIONING;SOLVENT,Active,,ban substances that deplete the ozone layer
IRIS FLORENTINA FLOWER WATER,오리스꽃수,Iris Florentina Flower Water,FRAGRANCE;SKIN CONDITIONING;PERFUMING;FLAVOURING,Active,,ban substances that deplete the ozone layer
ALEURITES MOLUCCANUS BAKOLY SEED OIL,바콜리쿠쿠이나무씨오일,Aleurites Moluccanus Bakoly Seed Oil,ANTIMICROBIAL;HAIR WAVING OR STRAIGHTENING;ORAL CARE;SKIN CONDITIONING,Active,,
OLEIC/PALMITIC/LAURIC/MYRISTIC/LINOLEIC TRIGLYCERIDE,올레익/팔미틱/라우릭/미리스틱/리놀레익트라이글리세라이드,Oleic/Palmitic/Lauric/Myristic/Linoleic Triglyceride,SKIN CONDITIONING - EMOLLIENT,Active,,
MELILOTUS OFFICINALIS FLOWER WATER,옐로우스위트클로버꽃수,Melilotus Officinalis Flower Water,SKIN CONDITIONING,Active,,
PALMITOYL TRIPEPTIDE-31,팔미토일트라이펩타이드-31,Palmitoyl Tripeptide-31,SKIN CONDITIONING,Active,,
